Provider,inpatient_claims,inpatient_total_reimbursement,inpatient_avg_reimbursement,inpatient_median_reimbursement,inpatient_unique_beneficiaries,avg_length_of_stay,max_length_of_stay,high_cost_inpatient_claims,high_cost_inpatient_rate,outpatient_claims,outpatient_total_reimbursement,outpatient_avg_reimbursement,outpatient_median_reimbursement,outpatient_unique_beneficiaries,high_cost_outpatient_claims,high_cost_outpatient_rate,total_claims,total_reimbursement,avg_reimbursement_per_claim,total_unique_beneficiaries_x,total_unique_beneficiaries_y,total_unique_beneficiaries,claims_per_beneficiary,reimbursement_per_beneficiary,total_high_cost_claims,overall_high_cost_rate,inpatient_claim_mix,outpatient_claim_mix,inpatient_total_deductible,outpatient_total_deductible,total_deductible,avg_diagnosis_codes,avg_procedure_codes,PotentialFraud
PRV51173,7.0,90000.0,12857.142857142857,12000.0,7.0,7.857142857142857,23.0,2.0,0.2857142857142857,15.0,6290.0,419.3333333333333,60.0,14.0,2.0,0.13333333333333333,22.0,96290.0,4376.818181818182,21,21,21,1.0476190476190477,4585.238095238095,4.0,0.18181818181818182,0.3181818181818182,0.6818181818181818,7476.0,200.0,7676.0,7.714285714285714,1.1428571428571428,Yes
PRV51178,34.0,422000.0,12411.764705882353,8000.0,33.0,7.970588235294118,35.0,6.0,0.17647058823529413,31.0,9180.0,296.1290322580645,100.0,31.0,4.0,0.12903225806451613,65.0,431180.0,6633.538461538462,64,64,64,1.015625,6737.1875,10.0,0.15384615384615385,0.5230769230769231,0.47692307692307695,36312.0,290.0,36602.0,8.647058823529411,0.7941176470588235,Yes
PRV51180,2.0,47000.0,23500.0,23500.0,2.0,1.5,2.0,1.0,0.5,127.0,47240.0,371.9685039370079,90.0,84.0,18.0,0.14173228346456693,129.0,94240.0,730.5426356589147,86,86,86,1.5,1095.8139534883721,19.0,0.14728682170542637,0.015503875968992248,0.9844961240310077,2136.0,280.0,2416.0,7.0,0.5,No
PRV51183,41.0,336800.0,8214.634146341463,5000.0,41.0,4.658536585365853,28.0,4.0,0.0975609756097561,72.0,18990.0,263.75,70.0,65.0,7.0,0.09722222222222222,113.0,355790.0,3148.5840707964603,105,105,105,1.0761904761904761,3388.4761904761904,11.0,0.09734513274336283,0.36283185840707965,0.6371681415929203,42720.0,70.0,42790.0,7.926829268292683,0.5853658536585366,No
PRV51190,3.0,24000.0,8000.0,6000.0,3.0,3.6666666666666665,5.0,0.0,0.0,63.0,15310.0,243.015873015873,70.0,61.0,6.0,0.09523809523809523,66.0,39310.0,595.6060606060606,64,64,64,1.03125,614.21875,6.0,0.09090909090909091,0.045454545454545456,0.9545454545454546,3204.0,330.0,3534.0,7.666666666666667,0.6666666666666666,No
PRV51194,2.0,18000.0,9000.0,9000.0,2.0,3.0,5.0,0.0,0.0,7.0,540.0,77.14285714285714,60.0,7.0,0.0,0.0,9.0,18540.0,2060.0,9,9,9,1.0,2060.0,0.0,0.0,0.2222222222222222,0.7777777777777778,2136.0,0.0,2136.0,8.5,0.5,No
PRV51207,3.0,51000.0,17000.0,13000.0,3.0,14.0,35.0,1.0,0.3333333333333333,,,,,,,,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,3204.0,0.0,3204.0,7.666666666666667,1.0,No
PRV51231,2.0,16000.0,8000.0,8000.0,2.0,9.5,17.0,0.0,0.0,,,,,,,,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,2136.0,0.0,2136.0,7.5,2.0,No
PRV51232,1.0,26000.0,26000.0,26000.0,1.0,9.0,9.0,1.0,1.0,,,,,,,,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,1068.0,0.0,1068.0,9.0,1.0,No
PRV51233,3.0,27000.0,9000.0,8000.0,3.0,4.333333333333333,6.0,0.0,0.0,,,,,,,,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,3204.0,0.0,3204.0,5.666666666666667,0.6666666666666666,No
PRV51234,5.0,29000.0,5800.0,4000.0,5.0,8.2,20.0,0.0,0.0,,,,,,,,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,5340.0,0.0,5340.0,8.6,1.2,No
PRV51235,2.0,10000.0,5000.0,5000.0,2.0,2.5,3.0,0.0,0.0,,,,,,,,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,2136.0,0.0,2136.0,6.5,0.5,No
PRV51236,1.0,12000.0,12000.0,12000.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,1068.0,0.0,1068.0,6.0,0.0,No
PRV51237,1.0,19000.0,19000.0,19000.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,1068.0,0.0,1068.0,4.0,1.0,No
PRV51238,8.0,132000.0,16500.0,13500.0,8.0,13.625,35.0,3.0,0.375,,,,,,,,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,4272.0,0.0,4272.0,8.875,0.625,No
PRV51239,1.0,5000.0,5000.0,5000.0,1.0,3.0,3.0,0.0,0.0,,,,,,,,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,1068.0,0.0,1068.0,9.0,0.0,No
PRV51240,11.0,81000.0,7363.636363636364,6000.0,11.0,5.545454545454546,18.0,0.0,0.0,49.0,13020.0,265.7142857142857,100.0,29.0,5.0,0.10204081632653061,60.0,94020.0,1567.0,38,38,38,1.5789473684210527,2474.2105263157896,5.0,0.08333333333333333,0.18333333333333332,0.8166666666666667,11748.0,40.0,11788.0,8.0,0.7272727272727273,No
PRV51241,10.0,78000.0,7800.0,6500.0,9.0,6.8,35.0,1.0,0.1,50.0,12210.0,244.2,80.0,38.0,6.0,0.12,60.0,90210.0,1503.5,47,47,47,1.2765957446808511,1919.3617021276596,7.0,0.11666666666666667,0.16666666666666666,0.8333333333333334,9612.0,160.0,9772.0,8.3,0.5,No
PRV51242,11.0,88000.0,8000.0,7000.0,10.0,5.545454545454546,35.0,0.0,0.0,100.0,29200.0,292.0,70.0,79.0,9.0,0.09,111.0,117200.0,1055.855855855856,87,87,87,1.2758620689655173,1347.1264367816093,9.0,0.08108108108108109,0.0990990990990991,0.9009009009009009,10680.0,420.0,11100.0,7.909090909090909,0.8181818181818182,Yes
PRV51244,200.0,1796100.0,8980.5,6500.0,166.0,5.885,35.0,13.0,0.065,1215.0,357890.0,294.559670781893,80.0,587.0,126.0,0.1037037037037037,1415.0,2153990.0,1522.2544169611308,659,659,659,2.1471927162367224,3268.5735963581183,139.0,0.09823321554770319,0.1413427561837456,0.8586572438162544,209328.0,2590.0,211918.0,8.115,0.73,Yes
PRV51245,4.0,20000.0,5000.0,4000.0,4.0,2.75,4.0,0.0,0.0,169.0,63630.0,376.50887573964496,90.0,55.0,24.0,0.14201183431952663,173.0,83630.0,483.4104046242775,58,58,58,2.9827586206896552,1441.896551724138,24.0,0.13872832369942195,0.023121387283236993,0.976878612716763,3204.0,690.0,3894.0,9.0,0.75,No
PRV51247,10.0,74000.0,7400.0,5000.0,7.0,3.8,13.0,0.0,0.0,24.0,2240.0,93.33333333333333,80.0,19.0,0.0,0.0,34.0,76240.0,2242.3529411764707,26,26,26,1.3076923076923077,2932.3076923076924,0.0,0.0,0.29411764705882354,0.7058823529411765,9612.0,110.0,9722.0,8.2,0.7,No
PRV51248,1.0,23000.0,23000.0,23000.0,1.0,6.0,6.0,1.0,1.0,1.0,500.0,500.0,500.0,1.0,0.0,0.0,2.0,23500.0,11750.0,2,2,2,1.0,11750.0,1.0,0.5,0.5,0.5,1068.0,0.0,1068.0,9.0,1.0,No
PRV51249,51.0,506000.0,9921.56862745098,5000.0,40.0,7.294117647058823,35.0,5.0,0.09803921568627451,75.0,15330.0,204.4,70.0,66.0,5.0,0.06666666666666667,126.0,521330.0,4137.539682539683,101,101,101,1.2475247524752475,5161.683168316832,10.0,0.07936507936507936,0.40476190476190477,0.5952380952380952,51264.0,210.0,51474.0,7.490196078431373,0.6274509803921569,Yes
PRV51252,18.0,142000.0,7888.888888888889,6500.0,18.0,4.111111111111111,17.0,2.0,0.1111111111111111,69.0,12930.0,187.3913043478261,60.0,60.0,6.0,0.08695652173913043,87.0,154930.0,1780.8045977011495,76,76,76,1.144736842105263,2038.5526315789473,8.0,0.09195402298850575,0.20689655172413793,0.7931034482758621,18156.0,200.0,18356.0,7.388888888888889,0.6666666666666666,No
PRV51255,2.0,11000.0,5500.0,5500.0,2.0,5.0,8.0,0.0,0.0,72.0,29570.0,410.69444444444446,100.0,61.0,15.0,0.20833333333333334,74.0,40570.0,548.2432432432432,62,62,62,1.1935483870967742,654.3548387096774,15.0,0.20270270270270271,0.02702702702702703,0.972972972972973,2136.0,60.0,2196.0,6.5,1.0,No
PRV51258,8.0,98000.0,12250.0,11000.0,7.0,4.5,7.0,1.0,0.125,6.0,1660.0,276.6666666666667,240.0,6.0,1.0,0.16666666666666666,14.0,99660.0,7118.571428571428,12,12,12,1.1666666666666667,8305.0,2.0,0.14285714285714285,0.5714285714285714,0.42857142857142855,8544.0,200.0,8744.0,8.125,0.875,No
PRV51259,4.0,150000.0,37500.0,33000.0,3.0,6.25,15.0,2.0,0.5,17.0,1960.0,115.29411764705883,60.0,16.0,0.0,0.0,21.0,151960.0,7236.190476190476,19,19,19,1.105263157894737,7997.894736842105,2.0,0.09523809523809523,0.19047619047619047,0.8095238095238095,4272.0,0.0,4272.0,7.25,1.25,No
PRV51260,3.0,78000.0,26000.0,30000.0,3.0,8.666666666666666,19.0,2.0,0.6666666666666666,59.0,14390.0,243.89830508474577,50.0,52.0,7.0,0.11864406779661017,62.0,92390.0,1490.1612903225807,55,55,55,1.1272727272727272,1679.8181818181818,9.0,0.14516129032258066,0.04838709677419355,0.9516129032258065,3204.0,0.0,3204.0,9.0,0.6666666666666666,No
PRV51261,26.0,245000.0,9423.076923076924,7000.0,25.0,5.576923076923077,29.0,4.0,0.15384615384615385,116.0,25170.0,216.98275862068965,60.0,101.0,8.0,0.06896551724137931,142.0,270170.0,1902.605633802817,123,123,123,1.1544715447154472,2196.5040650406504,12.0,0.08450704225352113,0.18309859154929578,0.8169014084507042,26700.0,420.0,27120.0,7.230769230769231,0.7692307692307693,No
PRV51263,18.0,210000.0,11666.666666666666,8000.0,15.0,9.166666666666666,31.0,3.0,0.16666666666666666,26.0,8170.0,314.2307692307692,95.0,25.0,2.0,0.07692307692307693,44.0,218170.0,4958.409090909091,37,37,37,1.1891891891891893,5896.486486486487,5.0,0.11363636363636363,0.4090909090909091,0.5909090909090909,19224.0,70.0,19294.0,8.5,0.6111111111111112,Yes
PRV51266,10.0,78300.0,7830.0,4500.0,10.0,6.9,18.0,1.0,0.1,82.0,24600.0,300.0,85.0,72.0,7.0,0.08536585365853659,92.0,102900.0,1118.4782608695652,82,82,82,1.1219512195121952,1254.878048780488,8.0,0.08695652173913043,0.10869565217391304,0.8913043478260869,9612.0,150.0,9762.0,7.1,0.4,No
PRV51267,2.0,9000.0,4500.0,4500.0,2.0,3.0,4.0,0.0,0.0,12.0,3870.0,322.5,100.0,12.0,1.0,0.08333333333333333,14.0,12870.0,919.2857142857143,14,14,14,1.0,919.2857142857143,1.0,0.07142857142857142,0.14285714285714285,0.8571428571428571,2136.0,30.0,2166.0,9.0,1.0,No
PRV51271,2.0,17000.0,8500.0,8500.0,2.0,4.0,7.0,0.0,0.0,121.0,26180.0,216.36363636363637,70.0,89.0,9.0,0.0743801652892562,123.0,43180.0,351.0569105691057,90,90,90,1.3666666666666667,479.77777777777777,9.0,0.07317073170731707,0.016260162601626018,0.983739837398374,2136.0,200.0,2336.0,9.5,0.0,No
PRV51272,2.0,22000.0,11000.0,11000.0,2.0,3.0,4.0,0.0,0.0,77.0,28760.0,373.5064935064935,60.0,29.0,9.0,0.11688311688311688,79.0,50760.0,642.5316455696203,31,31,31,2.5483870967741935,1637.4193548387098,9.0,0.11392405063291139,0.02531645569620253,0.9746835443037974,2136.0,620.0,2756.0,10.0,0.0,No
PRV51274,10.0,165000.0,16500.0,9500.0,10.0,3.6,9.0,3.0,0.3,48.0,10720.0,223.33333333333334,90.0,39.0,4.0,0.08333333333333333,58.0,175720.0,3029.655172413793,48,48,48,1.2083333333333333,3660.8333333333335,7.0,0.1206896551724138,0.1724137931034483,0.8275862068965517,10680.0,60.0,10740.0,8.1,0.6,No
PRV51276,14.0,116000.0,8285.714285714286,6000.0,12.0,4.357142857142857,16.0,1.0,0.07142857142857142,53.0,17980.0,339.24528301886795,90.0,49.0,7.0,0.1320754716981132,67.0,133980.0,1999.7014925373135,60,60,60,1.1166666666666667,2233.0,8.0,0.11940298507462686,0.208955223880597,0.7910447761194029,14952.0,320.0,15272.0,8.071428571428571,0.5,No
PRV51277,10.0,121000.0,12100.0,6500.0,10.0,5.0,13.0,1.0,0.1,49.0,20190.0,412.0408163265306,80.0,46.0,9.0,0.1836734693877551,59.0,141190.0,2393.0508474576272,54,54,54,1.0925925925925926,2614.6296296296296,10.0,0.1694915254237288,0.1694915254237288,0.8305084745762712,10680.0,240.0,10920.0,8.5,0.9,No
PRV51282,8.0,66000.0,8250.0,6500.0,8.0,3.625,5.0,1.0,0.125,51.0,11330.0,222.15686274509804,60.0,43.0,4.0,0.0784313725490196,59.0,77330.0,1310.677966101695,51,51,51,1.1568627450980393,1516.2745098039215,5.0,0.0847457627118644,0.13559322033898305,0.864406779661017,8544.0,80.0,8624.0,8.25,0.75,No
PRV51284,17.0,182000.0,10705.882352941177,8000.0,17.0,5.764705882352941,21.0,3.0,0.17647058823529413,360.0,97860.0,271.8333333333333,70.0,218.0,36.0,0.1,377.0,279860.0,742.3342175066313,223,223,223,1.6905829596412556,1254.9775784753363,39.0,0.10344827586206896,0.04509283819628647,0.9549071618037135,17088.0,970.0,18058.0,8.352941176470589,0.47058823529411764,No
PRV51285,15.0,161000.0,10733.333333333334,6000.0,13.0,7.333333333333333,19.0,2.0,0.13333333333333333,153.0,35120.0,229.54248366013073,70.0,98.0,14.0,0.0915032679738562,168.0,196120.0,1167.3809523809523,109,109,109,1.5412844036697249,1799.2660550458716,16.0,0.09523809523809523,0.08928571428571429,0.9107142857142857,16020.0,510.0,16530.0,7.733333333333333,0.4666666666666667,No
PRV51286,15.0,136000.0,9066.666666666666,6000.0,12.0,5.2,11.0,2.0,0.13333333333333333,55.0,9170.0,166.72727272727272,80.0,51.0,3.0,0.05454545454545454,70.0,145170.0,2073.8571428571427,62,62,62,1.1290322580645162,2341.451612903226,5.0,0.07142857142857142,0.21428571428571427,0.7857142857142857,16020.0,310.0,16330.0,7.933333333333334,0.7333333333333333,No
PRV51288,3.0,37000.0,12333.333333333334,4000.0,3.0,3.3333333333333335,5.0,1.0,0.3333333333333333,5.0,360.0,72.0,90.0,5.0,0.0,0.0,8.0,37360.0,4670.0,8,8,8,1.0,4670.0,1.0,0.125,0.375,0.625,3204.0,0.0,3204.0,7.666666666666667,0.6666666666666666,No
PRV51296,3.0,33000.0,11000.0,13000.0,3.0,11.666666666666666,25.0,0.0,0.0,27.0,5630.0,208.5185185185185,60.0,24.0,1.0,0.037037037037037035,30.0,38630.0,1287.6666666666667,27,27,27,1.1111111111111112,1430.7407407407406,1.0,0.03333333333333333,0.1,0.9,3204.0,80.0,3284.0,7.0,0.3333333333333333,No
PRV51297,5.0,51000.0,10200.0,11000.0,4.0,2.6,4.0,0.0,0.0,65.0,26090.0,401.38461538461536,70.0,44.0,10.0,0.15384615384615385,70.0,77090.0,1101.2857142857142,46,46,46,1.5217391304347827,1675.8695652173913,10.0,0.14285714285714285,0.07142857142857142,0.9285714285714286,5340.0,70.0,5410.0,8.2,1.0,No
PRV51300,7.0,93000.0,13285.714285714286,10000.0,5.0,3.5714285714285716,9.0,2.0,0.2857142857142857,45.0,14540.0,323.1111111111111,80.0,29.0,6.0,0.13333333333333333,52.0,107540.0,2068.076923076923,32,32,32,1.625,3360.625,8.0,0.15384615384615385,0.1346153846153846,0.8653846153846154,7476.0,160.0,7636.0,8.428571428571429,0.5714285714285714,No
PRV51301,6.0,108000.0,18000.0,12000.0,6.0,9.666666666666666,28.0,1.0,0.16666666666666666,106.0,28910.0,272.7358490566038,75.0,59.0,14.0,0.1320754716981132,112.0,136910.0,1222.4107142857142,63,63,63,1.7777777777777777,2173.1746031746034,15.0,0.13392857142857142,0.05357142857142857,0.9464285714285714,6408.0,310.0,6718.0,9.5,1.0,No
PRV51302,10.0,76000.0,7600.0,5000.0,10.0,3.9,7.0,1.0,0.1,33.0,4710.0,142.72727272727272,80.0,24.0,0.0,0.0,43.0,80710.0,1876.9767441860465,34,34,34,1.2647058823529411,2373.823529411765,1.0,0.023255813953488372,0.23255813953488372,0.7674418604651163,10680.0,70.0,10750.0,8.3,0.7,No
PRV51304,2.0,28000.0,14000.0,14000.0,2.0,4.0,7.0,1.0,0.5,49.0,11350.0,231.6326530612245,80.0,38.0,5.0,0.10204081632653061,51.0,39350.0,771.5686274509804,39,39,39,1.3076923076923077,1008.974358974359,6.0,0.11764705882352941,0.0392156862745098,0.9607843137254902,2136.0,170.0,2306.0,7.0,0.5,No
PRV51305,11.0,98000.0,8909.09090909091,5000.0,9.0,6.2727272727272725,20.0,2.0,0.18181818181818182,38.0,15400.0,405.2631578947368,95.0,23.0,6.0,0.15789473684210525,49.0,113400.0,2314.285714285714,29,29,29,1.6896551724137931,3910.344827586207,8.0,0.16326530612244897,0.22448979591836735,0.7755102040816326,11748.0,0.0,11748.0,7.454545454545454,0.36363636363636365,No
PRV51311,3.0,13000.0,4333.333333333333,4000.0,3.0,4.0,5.0,0.0,0.0,18.0,3010.0,167.22222222222223,85.0,15.0,1.0,0.05555555555555555,21.0,16010.0,762.3809523809524,18,18,18,1.1666666666666667,889.4444444444445,1.0,0.047619047619047616,0.14285714285714285,0.8571428571428571,3204.0,0.0,3204.0,6.0,0.3333333333333333,No
PRV51312,4.0,19000.0,4750.0,4500.0,3.0,4.25,9.0,0.0,0.0,42.0,9790.0,233.0952380952381,80.0,26.0,4.0,0.09523809523809523,46.0,28790.0,625.8695652173913,29,29,29,1.5862068965517242,992.7586206896551,4.0,0.08695652173913043,0.08695652173913043,0.9130434782608695,4272.0,0.0,4272.0,9.25,0.25,No
PRV51316,3.0,21000.0,7000.0,5000.0,3.0,9.333333333333334,19.0,0.0,0.0,,,,,,,,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,3204.0,0.0,3204.0,9.333333333333334,1.0,No
PRV51318,3.0,13000.0,4333.333333333333,4000.0,3.0,3.6666666666666665,6.0,0.0,0.0,,,,,,,,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,3204.0,0.0,3204.0,7.333333333333333,0.6666666666666666,No
PRV51334,2.0,15000.0,7500.0,7500.0,2.0,4.5,6.0,0.0,0.0,,,,,,,,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,2136.0,0.0,2136.0,9.5,0.5,No
PRV51336,10.0,116000.0,11600.0,9500.0,10.0,5.9,17.0,2.0,0.2,59.0,13450.0,227.96610169491527,70.0,59.0,5.0,0.0847457627118644,69.0,129450.0,1876.0869565217392,69,69,69,1.0,1876.0869565217392,7.0,0.10144927536231885,0.14492753623188406,0.855072463768116,10680.0,20.0,10700.0,8.0,0.8,No
PRV51337,40.0,350000.0,8750.0,6000.0,37.0,5.075,35.0,3.0,0.075,128.0,29100.0,227.34375,70.0,120.0,8.0,0.0625,168.0,379100.0,2256.5476190476193,155,155,155,1.0838709677419356,2445.8064516129034,11.0,0.06547619047619048,0.23809523809523808,0.7619047619047619,41652.0,300.0,41952.0,8.2,0.55,Yes
PRV51338,7.0,73000.0,10428.57142857143,8000.0,7.0,5.428571428571429,21.0,0.0,0.0,121.0,40860.0,337.68595041322317,90.0,118.0,14.0,0.11570247933884298,128.0,113860.0,889.53125,124,124,124,1.032258064516129,918.2258064516129,14.0,0.109375,0.0546875,0.9453125,7476.0,450.0,7926.0,8.285714285714286,0.5714285714285714,Yes
PRV51342,28.0,319000.0,11392.857142857143,9000.0,28.0,6.178571428571429,20.0,3.0,0.10714285714285714,179.0,37780.0,211.0614525139665,70.0,154.0,15.0,0.08379888268156424,207.0,356780.0,1723.574879227053,179,179,179,1.1564245810055866,1993.1843575418995,18.0,0.08695652173913043,0.13526570048309178,0.8647342995169082,28836.0,530.0,29366.0,8.25,0.9285714285714286,No
PRV51344,2.0,19000.0,9500.0,9500.0,2.0,6.0,8.0,0.0,0.0,31.0,7250.0,233.8709677419355,70.0,31.0,3.0,0.0967741935483871,33.0,26250.0,795.4545454545455,33,33,33,1.0,795.4545454545455,3.0,0.09090909090909091,0.06060606060606061,0.9393939393939394,2136.0,0.0,2136.0,9.0,0.0,No
PRV51346,5.0,41000.0,8200.0,6000.0,5.0,4.2,12.0,0.0,0.0,261.0,63490.0,243.25670498084293,70.0,241.0,22.0,0.0842911877394636,266.0,104490.0,392.81954887218046,246,246,246,1.08130081300813,424.7560975609756,22.0,0.08270676691729323,0.018796992481203006,0.981203007518797,5340.0,480.0,5820.0,8.2,1.4,No
PRV51348,19.0,146000.0,7684.210526315789,6000.0,19.0,4.526315789473684,17.0,1.0,0.05263157894736842,36.0,6330.0,175.83333333333334,70.0,36.0,3.0,0.08333333333333333,55.0,152330.0,2769.6363636363635,54,54,54,1.0185185185185186,2820.925925925926,4.0,0.07272727272727272,0.34545454545454546,0.6545454545454545,20292.0,150.0,20442.0,8.578947368421053,0.631578947368421,No
PRV51349,5.0,37000.0,7400.0,5000.0,5.0,12.2,35.0,0.0,0.0,25.0,3480.0,139.2,60.0,23.0,1.0,0.04,30.0,40480.0,1349.3333333333333,28,28,28,1.0714285714285714,1445.7142857142858,1.0,0.03333333333333333,0.16666666666666666,0.8333333333333334,5340.0,70.0,5410.0,8.6,0.4,No
PRV51350,21.0,142000.0,6761.9047619047615,7000.0,20.0,4.476190476190476,11.0,0.0,0.0,218.0,71380.0,327.43119266055044,90.0,212.0,27.0,0.12385321100917432,239.0,213380.0,892.8033472803347,232,232,232,1.0301724137931034,919.7413793103449,27.0,0.11297071129707113,0.08786610878661087,0.9121338912133892,22428.0,790.0,23218.0,7.380952380952381,0.8571428571428571,No
PRV51353,5.0,50000.0,10000.0,13000.0,5.0,5.4,13.0,0.0,0.0,13.0,1210.0,93.07692307692308,50.0,12.0,0.0,0.0,18.0,51210.0,2845.0,17,17,17,1.0588235294117647,3012.3529411764707,0.0,0.0,0.2777777777777778,0.7222222222222222,5340.0,50.0,5390.0,7.4,1.4,No
PRV51354,1.0,10000.0,10000.0,10000.0,1.0,17.0,17.0,0.0,0.0,3.0,440.0,146.66666666666666,200.0,3.0,0.0,0.0,4.0,10440.0,2610.0,4,4,4,1.0,2610.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,9.0,2.0,No
PRV51355,15.0,134100.0,8940.0,7000.0,12.0,4.266666666666667,12.0,2.0,0.13333333333333333,59.0,10960.0,185.76271186440678,60.0,57.0,4.0,0.06779661016949153,74.0,145060.0,1960.2702702702702,69,69,69,1.0724637681159421,2102.31884057971,6.0,0.08108108108108109,0.20270270270270271,0.7972972972972973,16020.0,230.0,16250.0,7.333333333333333,0.7333333333333333,No
PRV51356,17.0,167000.0,9823.529411764706,9000.0,17.0,4.176470588235294,16.0,2.0,0.11764705882352941,78.0,20800.0,266.6666666666667,80.0,75.0,9.0,0.11538461538461539,95.0,187800.0,1976.842105263158,91,91,91,1.043956043956044,2063.736263736264,11.0,0.11578947368421053,0.17894736842105263,0.8210526315789474,17088.0,170.0,17258.0,7.529411764705882,0.7647058823529411,No
PRV51357,13.0,170000.0,13076.923076923076,10000.0,13.0,7.6923076923076925,35.0,2.0,0.15384615384615385,148.0,35130.0,237.36486486486487,70.0,136.0,14.0,0.0945945945945946,161.0,205130.0,1274.0993788819876,149,149,149,1.080536912751678,1376.711409395973,16.0,0.09937888198757763,0.08074534161490683,0.9192546583850931,12816.0,120.0,12936.0,8.461538461538462,1.0769230769230769,Yes
PRV51358,7.0,60000.0,8571.42857142857,7000.0,7.0,2.857142857142857,5.0,0.0,0.0,10.0,1210.0,121.0,40.0,10.0,1.0,0.1,17.0,61210.0,3600.5882352941176,17,17,17,1.0,3600.5882352941176,1.0,0.058823529411764705,0.4117647058823529,0.5882352941176471,7476.0,60.0,7536.0,8.428571428571429,0.8571428571428571,No
PRV51360,9.0,86000.0,9555.555555555555,7000.0,9.0,4.333333333333333,9.0,1.0,0.1111111111111111,20.0,8230.0,411.5,60.0,20.0,4.0,0.2,29.0,94230.0,3249.310344827586,29,29,29,1.0,3249.310344827586,5.0,0.1724137931034483,0.3103448275862069,0.6896551724137931,9612.0,150.0,9762.0,6.333333333333333,1.1111111111111112,No
PRV51362,6.0,141000.0,23500.0,9000.0,6.0,4.833333333333333,15.0,2.0,0.3333333333333333,38.0,10320.0,271.57894736842104,80.0,38.0,3.0,0.07894736842105263,44.0,151320.0,3439.090909090909,44,44,44,1.0,3439.090909090909,5.0,0.11363636363636363,0.13636363636363635,0.8636363636363636,6408.0,0.0,6408.0,7.666666666666667,0.6666666666666666,No
PRV51364,6.0,52000.0,8666.666666666666,7000.0,6.0,3.1666666666666665,5.0,0.0,0.0,17.0,3830.0,225.2941176470588,90.0,17.0,2.0,0.11764705882352941,23.0,55830.0,2427.391304347826,23,23,23,1.0,2427.391304347826,2.0,0.08695652173913043,0.2608695652173913,0.7391304347826086,6408.0,100.0,6508.0,9.333333333333334,0.8333333333333334,No
PRV51371,11.0,83400.0,7581.818181818182,8000.0,11.0,4.818181818181818,17.0,0.0,0.0,35.0,9730.0,278.0,70.0,34.0,4.0,0.11428571428571428,46.0,93130.0,2024.5652173913043,45,45,45,1.0222222222222221,2069.5555555555557,4.0,0.08695652173913043,0.2391304347826087,0.7608695652173914,11748.0,50.0,11798.0,7.7272727272727275,0.9090909090909091,No
PRV51377,3.0,102000.0,34000.0,40000.0,3.0,6.666666666666667,15.0,2.0,0.6666666666666666,92.0,21950.0,238.58695652173913,80.0,91.0,9.0,0.09782608695652174,95.0,123950.0,1304.7368421052631,94,94,94,1.0106382978723405,1318.6170212765958,11.0,0.11578947368421053,0.031578947368421054,0.968421052631579,3204.0,430.0,3634.0,9.333333333333334,1.0,No
PRV51378,108.0,1202000.0,11129.62962962963,8000.0,85.0,6.0092592592592595,31.0,15.0,0.1388888888888889,53.0,13370.0,252.26415094339623,80.0,53.0,3.0,0.05660377358490566,161.0,1215370.0,7548.88198757764,133,133,133,1.2105263157894737,9138.12030075188,18.0,0.11180124223602485,0.6708074534161491,0.32919254658385094,112140.0,40.0,112180.0,8.49074074074074,0.8333333333333334,Yes
PRV51379,2.0,13000.0,6500.0,6500.0,2.0,2.5,3.0,0.0,0.0,20.0,6340.0,317.0,55.0,20.0,2.0,0.1,22.0,19340.0,879.0909090909091,22,22,22,1.0,879.0909090909091,2.0,0.09090909090909091,0.09090909090909091,0.9090909090909091,2136.0,20.0,2156.0,8.5,0.0,No
PRV51380,4.0,51000.0,12750.0,10500.0,4.0,4.25,7.0,1.0,0.25,4.0,560.0,140.0,70.0,4.0,0.0,0.0,8.0,51560.0,6445.0,8,8,8,1.0,6445.0,1.0,0.125,0.5,0.5,4272.0,0.0,4272.0,8.5,1.25,No
PRV51383,9.0,89000.0,9888.888888888889,7000.0,9.0,3.0,8.0,1.0,0.1111111111111111,68.0,19490.0,286.61764705882354,90.0,68.0,8.0,0.11764705882352941,77.0,108490.0,1408.9610389610389,77,77,77,1.0,1408.9610389610389,9.0,0.11688311688311688,0.11688311688311688,0.8831168831168831,9612.0,100.0,9712.0,8.0,0.3333333333333333,No
